Customer_ID,Propensity_Score,Premium_Plan,Device_Purchase
2041,0.69286587,Yes,No
2042,0.76862423,No,No
2043,0.567888304,No,No
2044,0.730775361,No,No
2045,0.652269669,Yes,No
2046,0.455558489,No,No
2047,0.382710428,No,No
2048,0.941331988,No,No
2049,0.971937993,No,No
2050,0.651271404,No,No
2051,0.19729884,No,No
2052,0.447899162,No,Yes
2053,0.49653749,Yes,No
2054,0.757970052,No,No
2055,0.667777131,Yes,No
2056,0.514814429,No,Yes
2057,0.680364558,Yes,No
2058,0.024056847,No,Yes
2059,0.776635322,No,No
2060,0.211632234,No,No
2061,0.65640914,No,No
2062,0.113973252,No,Yes
2063,0.114460836,No,No
2064,0.035657644,No,No
2065,0.91023281,No,No
2066,0.604558758,No,No
2067,0.361961936,No,No
2068,0.787777741,No,No
2069,0.626082201,No,No
2070,0.620080518,Yes,No
2071,0.487042794,Yes,Yes
2072,0.007926779,No,No
2073,0.258462506,Yes,No
2074,0.109076695,Yes,Yes
2075,0.662409852,No,No
2076,0.248620822,No,No
2077,0.450166664,No,No
2078,0.353430298,Yes,Yes
2079,0.143198738,Yes,No
2080,0.958370233,No,No
2081,0.933419312,No,No
2082,0.084608186,No,No
2083,0.827365354,No,No
2084,0.488373683,No,No
2085,0.773735885,No,No
2086,0.151157131,No,No
2087,0.132274138,No,No
2088,0.890757501,No,No
2089,0.897819492,No,No
2090,0.465912163,No,No
2091,0.870157798,No,No
2092,0.667458952,No,No
2093,0.185009743,Yes,No
2094,0.328954265,Yes,No
2095,0.136060651,No,No
2096,0.773948669,No,No
2097,0.985250725,No,No
2098,0.546378327,No,No
2099,0.655864414,No,No
2100,0.746092568,No,No
2101,0.224259102,No,No
2102,0.336001248,No,No
2103,0.412321211,No,No
2104,0.594588312,No,No
2105,0.850492578,No,No
2106,0.254203545,No,No
2107,0.470888801,No,No
2108,0.751533911,No,Yes
2109,0.087385,Yes,No
2110,0.512893458,Yes,No
2111,0.144379703,No,No
2112,0.539148897,No,No
2113,0.767822761,No,No
2114,0.236947411,No,No
2115,0.849478445,No,No
2116,0.33480411,Yes,No
2117,0.190784864,No,No
2118,0.465323395,No,No
2119,0.876075082,No,No
2120,0.068933061,No,No
2121,0.327571466,No,Yes
2122,0.653163169,Yes,No
2123,0.357580869,Yes,Yes
2124,0.070823995,No,No
2125,0.331998969,No,No
2126,0.820959386,No,No
2127,0.968037523,No,No
2128,0.039779197,No,No
2129,0.569283818,No,No
2130,0.105303433,Yes,No
2131,0.680396529,No,No
2132,0.007892226,No,No
2133,0.014741626,No,No
2134,0.776879826,No,No
2135,0.074435323,No,No
2136,0.305181674,No,No
2137,0.958040424,Yes,No
2138,0.985247117,No,No
2139,0.161402862,No,No
2140,0.560901921,No,No
2141,0.559148828,No,No
2142,0.452380691,No,No
2143,0.924700158,No,No
2144,0.754033909,No,No
2145,0.764526936,No,No
2146,0.269569432,No,No
2147,0.434319772,No,No
2148,0.487423698,No,No
2149,0.298912041,No,No
2150,0.094817775,No,No
2151,0.126359225,Yes,No
2152,0.180671128,No,No
2153,0.203653334,No,No
2154,0.242261809,No,No
2155,0.255460029,Yes,No
2156,0.455716345,No,No
2157,0.509573191,No,No
2158,0.308879208,No,No
2159,0.90729642,No,No
2160,0.553139723,No,No
2161,0.787476928,No,No
2162,0.924237832,No,No
2163,0.163135115,Yes,No
2164,0.427874484,No,No
2165,0.433210402,No,No
2166,0.35447225,No,Yes
2167,0.008905867,No,No
2168,0.815972108,No,No
2169,0.111559322,No,Yes
2170,0.995480598,No,No
2171,0.772958492,No,No
2172,0.580010018,No,No
2173,0.154606418,Yes,No
2174,0.515392971,No,No
2175,0.261108741,No,No
2176,0.252322525,No,No
2177,0.829529249,Yes,No
2178,0.380644424,No,No
2179,0.450723803,No,No
2180,0.842964738,No,No
2181,0.087790626,No,No
2182,0.594617853,No,No
2183,0.578215681,No,No
2184,0.425214569,No,No
2185,0.829774641,Yes,No
2186,0.942890061,No,No
2187,0.465335862,No,No
2188,0.456147051,No,No
2189,0.50206373,No,No
2190,0.723124031,No,No
2191,0.668060291,Yes,No
2192,0.222834949,No,No
2193,0.063895349,No,No
2194,0.94925413,No,No
2195,0.26106976,No,No
2196,0.638596685,No,No
2197,0.828438003,No,No
2198,0.300276751,No,No
2199,0.635433414,No,No
2200,0.107900241,No,No
2201,0.969931444,No,No
2202,0.058158275,No,No
2203,0.438174674,No,No
2204,0.536819242,No,No
2205,0.790481779,No,No
2206,0.121128517,No,No
2207,0.440807974,No,No
2208,0.29971157,No,No
2209,0.312010716,No,No
2210,0.778787916,No,No
2211,0.005460945,No,No
2212,0.749083641,Yes,No
2213,0.81039843,No,No
2214,0.901362244,Yes,No
2215,0.626881803,No,No
2216,0.333455328,No,No
2217,0.427234733,No,No
2218,0.969736082,No,Yes
2219,0.881186826,No,No
2220,0.463525909,Yes,No
2221,0.943063007,No,No
2222,0.822954875,Yes,No
2223,0.901089862,Yes,No
2224,0.682977235,No,No
2225,0.857654043,Yes,No
2226,0.891766141,Yes,No
2227,0.092016585,No,No
2228,0.965216977,No,No
2229,0.333613099,No,No
2230,0.43989951,No,No
2231,0.791903759,No,No
2232,0.664896306,Yes,No
2233,0.893059912,No,Yes
2234,0.400573751,No,No
2235,0.373288164,No,No
2236,0.03168885,No,No
2237,0.462725377,No,No
2238,0.72407077,No,No
2239,0.301178718,No,No
2240,0.462726514,No,No
2241,0.219397768,No,No
2242,0.772787806,No,No
2243,0.060511561,Yes,Yes
2244,0.705383055,No,No
2245,0.378940012,Yes,No
2246,0.041596069,No,No
2247,0.853469587,Yes,No
2248,0.487721863,No,Yes
2249,0.59931897,No,No
2250,0.732030692,Yes,No
2251,0.655074433,No,No
2252,0.730856871,Yes,No
2253,0.762281685,No,No
2254,0.589151531,No,Yes
2255,0.365637831,No,No
2256,0.24314215,No,No
2257,0.902903237,No,No
2258,0.969924845,No,No
2259,0.357662755,Yes,No
2260,0.112310729,Yes,No
2261,0.222537327,No,No
2262,0.670667346,No,No
2263,0.17293337,No,Yes
2264,0.780122273,No,No
2265,0.92303024,No,Yes
2266,0.963651515,No,No
2267,0.009325506,Yes,No
2268,0.958154165,No,Yes
2269,0.740194419,No,No
2270,0.084050232,Yes,No
2271,0.415240469,No,No
2272,0.700045475,No,No
2273,0.956685493,No,No
2274,0.164141394,No,No
2275,0.127733282,No,No
2276,0.472347053,No,Yes
2277,0.968098894,No,No
2278,0.971379215,No,No
2279,0.227914741,No,No
2280,0.319347148,Yes,No
2281,0.908031986,No,No
2282,0.734841491,No,No
2283,0.972316429,Yes,No
2284,0.893148363,Yes,No
2285,0.21509605,No,No
2286,0.759726859,Yes,No
2287,0.048565232,No,No
2288,0.817832779,No,Yes
2289,0.601556762,No,No
2290,0.956100963,No,No
2291,0.960032455,No,No
2292,0.050815109,No,No
2293,0.160521486,No,Yes
2294,0.484207047,No,No
2295,0.879493525,No,No
2296,0.814445142,No,No
2297,0.964370026,No,No
2298,0.618084117,Yes,No
2299,0.25656352,Yes,No
2300,0.02510664,No,No
2301,0.222926491,No,No
2302,0.675273198,No,No
2303,0.926274823,Yes,No
2304,0.320903667,No,No
2305,0.87570433,Yes,No
2306,0.394898248,No,No
2307,0.308271249,No,No
2308,0.508844243,Yes,No
2309,0.442273492,No,No
2310,0.913799869,No,Yes
2311,0.468256947,No,No
2312,0.277335387,Yes,No
2313,0.842565578,No,No
2314,0.998749512,No,No
2315,0.648171419,No,No
2316,0.250461369,No,Yes
2317,0.238815077,No,No
2318,0.057706696,No,No
2319,0.077293039,No,No
2320,0.914983095,No,No
2321,0.096487107,Yes,No
2322,0.484343848,No,No
2323,0.69812178,No,No
2324,0.850354783,No,No
2325,0.17127095,No,No
2326,0.437778679,No,No
2327,0.251480195,No,No
2328,0.25582309,No,No
2329,0.303839307,No,No
2330,0.587116214,No,No
2331,0.016577472,No,Yes
2332,0.408766286,Yes,No
2333,0.186830135,Yes,No
2334,0.967118509,No,No
2335,0.582729159,No,No
2336,0.868095469,No,Yes
2337,0.195689987,No,No
2338,0.810015699,No,No
2339,0.414782461,No,No
2340,0.177694689,No,No
2341,0.761245202,No,No
2342,0.762011098,No,No
2343,0.995887907,No,No
2344,0.780937262,Yes,No
2345,0.145267248,Yes,No
2346,0.322544742,No,No
2347,0.451726917,No,No
2348,0.126652806,No,No
2349,0.788038974,Yes,No
2350,0.526698538,No,No
2351,0.944449569,Yes,No
2352,0.589308145,No,No
2353,0.522899084,No,No
2354,0.071425153,Yes,No
2355,0.149345905,No,No
2356,0.849526077,No,Yes
2357,0.990675978,No,No
2358,0.415179136,No,No
2359,0.810086084,No,No
2360,0.627585766,Yes,No
2361,0.959059274,No,No
2362,0.238137235,No,Yes
2363,0.544835743,No,No
2364,0.408795818,Yes,No
2365,0.541715976,Yes,No
2366,0.268858083,No,Yes
2367,0.497746163,Yes,No
2368,0.624804147,No,No
2369,0.081215884,No,No
2370,0.742987255,No,No
2371,0.706522963,No,Yes
2372,0.880457601,No,No
2373,0.425856552,No,No
2374,0.061669133,No,No
2375,0.461461129,Yes,No
2376,0.137609172,No,No
2377,0.647446814,Yes,No
2378,0.047131524,No,Yes
2379,0.373996406,No,No
2380,0.082842898,Yes,No
2381,0.003366434,No,No
2382,0.960557224,No,No
2383,0.996127348,No,No
2384,0.555502952,No,No
2385,0.23895585,Yes,No
2386,0.911099037,No,No
2387,0.923036597,No,No
2388,0.854508891,Yes,No
2389,0.544369985,No,No
2390,0.074702161,No,No
2391,0.088438928,No,No
2392,0.896619788,No,No
2393,0.875826847,No,No
2394,0.434397249,No,No
2395,0.328154619,No,No
2396,0.64412392,No,Yes
2397,0.806987948,No,No
2398,0.731684942,Yes,No
2399,0.615602938,No,No
2400,0.231511044,No,No
2401,0.262504869,No,No
2402,0.724067481,No,No
2403,0.802619852,No,No
2404,0.116135188,No,Yes
2405,0.187297048,No,No
2406,0.680470262,Yes,No
2407,0.388986587,No,No
2408,0.563292867,Yes,No
2409,0.614814953,No,No
2410,0.776203467,No,No
2411,0.805716951,No,No
2412,0.280096245,No,No
2413,0.541296729,No,No
2414,0.123523939,No,No
2415,0.842015169,Yes,No
2416,0.845447938,No,Yes
2417,0.299505719,No,Yes
2418,0.160620207,No,No
2419,0.070091778,Yes,No
2420,0.574976442,No,No
2421,0.0914281,No,No
2422,0.680594845,No,No
2423,0.678126401,No,No
2424,0.613987407,No,No
2425,0.876560502,No,No
2426,0.378280693,No,No
2427,0.902269583,No,No
2428,0.036925369,No,No
2429,0.112756988,No,No
2430,0.412205563,Yes,No
2431,0.593993019,No,Yes
2432,0.032375637,No,No
2433,0.567434471,No,No
2434,0.307398316,No,No
2435,0.887146808,No,No
2436,0.533284592,No,No
2437,0.587893908,No,No
2438,0.945621811,Yes,No
2439,0.764171027,No,No
2440,0.438273266,No,No
2441,0.476879615,No,No
2442,0.647923869,No,Yes
2443,0.200199217,No,Yes
2444,0.08865084,No,No
2445,0.311236516,No,No
2446,0.778382798,No,No
2447,0.257323799,No,No
2448,0.1307592,No,No
2449,0.219022598,Yes,No
2450,0.678972912,No,No
2451,0.613948057,No,No
2452,0.688314997,No,No
2453,0.321958123,Yes,No
2454,0.900856127,No,No
2455,0.451770357,No,No
2456,0.513713032,No,No
2457,0.948807976,No,No
2458,0.979277268,No,Yes
2459,0.661542726,Yes,No
2460,0.944813193,No,No
2461,0.541507386,No,No
2462,0.307282946,No,No
2463,0.315092856,Yes,No
2464,0.55894059,No,No
2465,0.605036121,Yes,No
2466,0.43961707,Yes,No
2467,0.883771484,No,No
2468,0.426696119,Yes,Yes
2469,0.273423647,Yes,No
2470,0.007981878,No,Yes
2471,0.970569278,Yes,No
2472,0.824313283,Yes,No
2473,0.615559585,No,No
2474,0.830542254,No,No
2475,0.81028923,Yes,No
2476,0.93185078,No,No
2477,0.386067683,Yes,No
2478,0.554852242,No,No
2479,0.098628024,No,No
2480,0.965315426,No,No
2481,0.985127069,No,No
2482,0.789084248,No,No
2483,0.454120983,Yes,No
2484,0.496566751,No,No
2485,0.435366933,No,No
2486,0.293310637,No,No
2487,0.527791406,No,No
2488,0.05344507,No,No
2489,0.991887062,No,No
2490,0.424050135,No,No
2491,0.927366584,Yes,No
2492,0.724271461,No,No
2493,0.289942917,No,No
2494,0.222052618,Yes,Yes
2495,0.995675434,No,No
2496,0.772126355,Yes,No
2497,0.249661474,No,No
2498,0.067445048,Yes,No
2499,0.696916545,No,No
2500,0.303016457,Yes,No
2501,0.221330813,Yes,No
2502,0.734937415,No,No
2503,0.679261323,No,No
2504,0.481412675,No,No
2505,0.942655933,No,No
2506,0.679638366,No,No
2507,0.893419561,Yes,No
2508,0.190552942,No,No
2509,0.29664591,No,No
2510,0.104520134,No,No
2511,0.304579998,No,No
2512,0.971778329,No,No
2513,0.962856246,No,No
2514,0.760386355,No,No
2515,0.521048263,Yes,No
2516,0.780779799,No,Yes
2517,0.553486951,No,Yes
2518,0.003508505,No,No
2519,0.501547074,No,Yes
2520,0.598923446,No,No
2521,0.265748358,No,No
2522,0.203293564,No,No
2523,0.273809095,No,No
2524,0.62362775,Yes,No
2525,0.146064115,Yes,No
2526,0.720328301,No,No
2527,0.422674821,Yes,No
2528,0.353347859,Yes,No
2529,0.807231292,No,No
2530,0.506063249,No,No
2531,0.378400561,Yes,No
2532,0.878154716,Yes,No
2533,0.368251632,Yes,No
2534,0.859000283,Yes,No
2535,0.504198698,Yes,No
2536,0.208007097,No,Yes
2537,0.612818188,Yes,No
2538,0.285323526,No,No
2539,0.147155132,No,No
2540,0.086529371,No,No
2541,0.241697336,Yes,No
2542,0.736554642,No,No
2543,0.837999222,No,No
2544,0.861720846,No,No
2545,0.270148274,No,Yes
2546,0.660972933,No,No
2547,0.23035406,No,No
2548,0.622762114,No,No
2549,0.887210993,No,No
2550,0.040893683,No,No
2551,0.985225668,No,No
2552,0.827087877,No,No
2553,0.761662116,Yes,No
2554,0.691362894,No,No
2555,0.770273889,No,No
2556,0.994595356,No,No
2557,0.770191297,Yes,No
2558,0.351600785,No,No
2559,0.613921853,No,No
2560,0.336923016,No,No
2561,0.970065443,No,No
2562,0.900139733,Yes,No
2563,0.567620227,No,No
2564,0.781273754,No,No
2565,0.909686943,No,No
2566,0.243600264,No,No
2567,0.579481857,No,No
2568,0.481716319,No,No
2569,0.771591355,No,No
2570,0.379082521,No,No
2571,0.70897964,No,No
2572,0.402993089,No,No
2573,0.111074865,No,Yes
2574,0.107121432,Yes,No
2575,0.119056325,No,No
2576,0.032519876,No,No
2577,0.532973172,No,No
2578,0.671902682,No,No
2579,0.126728402,No,No
2580,0.611858,No,No
2581,0.597740078,No,No
2582,0.147094051,Yes,No
2583,0.4040826,Yes,No
2584,0.75513571,No,No
2585,0.016756026,Yes,No
2586,0.146947884,Yes,No
2587,0.995828374,No,No
2588,0.733544897,No,No
2589,0.464130279,No,No
2590,0.629801412,No,No
2591,0.846220971,Yes,No
2592,0.842304586,No,Yes
2593,0.324701435,Yes,No
2594,0.491291423,No,No
2595,0.638055096,No,No
2596,0.071896917,No,No
2597,0.945796599,Yes,No
2598,0.432741826,Yes,No
2599,0.370862327,No,No
2600,0.907100361,No,No
2601,0.118286649,No,No
2602,0.039260797,Yes,Yes
2603,0.685002412,No,No
2604,0.385002968,Yes,No
2605,0.764475809,No,No
2606,0.068544612,Yes,No
2607,0.383757144,No,No
2608,0.235325212,No,No
2609,0.739606533,No,No
2610,0.22717011,No,No
2611,0.457945335,Yes,Yes
2612,0.818877551,No,No
2613,0.915390535,No,Yes
2614,0.722605794,No,No
2615,0.429228412,No,No
2616,0.571985875,No,No
2617,0.689689947,No,Yes
2618,0.874932627,No,No
2619,0.888573985,No,Yes
2620,0.930969491,No,No
2621,0.810711099,No,Yes
2622,0.146797936,No,Yes
2623,0.747639533,No,No
2624,0.814592374,No,No
2625,0.877871428,No,No
2626,0.924816895,No,Yes
2627,0.509159814,Yes,No
2628,0.655092695,Yes,No
2629,0.009552777,Yes,Yes
2630,0.572783568,No,No
2631,0.473198381,No,No
2632,0.962306045,No,No
2633,0.901709299,No,No
2634,0.797603929,Yes,No
2635,0.056994185,No,No
2636,0.402028842,No,No
2637,0.696042222,Yes,No
2638,0.029660744,No,No
2639,0.235813792,Yes,No
2640,0.88750719,No,No
2641,0.129780767,No,No
2642,0.051373504,No,No
2643,0.580585756,No,No
2644,0.946464615,No,No
2645,0.83462474,Yes,No
2646,0.974772505,Yes,No
2647,0.753523154,Yes,No
2648,0.437369774,No,No
2649,0.94661644,No,No
2650,0.426633278,No,No
2651,0.350094616,No,No
2652,0.448195918,No,No
2653,0.813973954,No,No
2654,0.91769355,No,No
2655,0.35768211,No,No
2656,0.462247457,No,No
2657,0.898327323,No,Yes
2658,0.047043665,No,No
2659,0.783868694,No,No
2660,0.454217758,No,No
2661,0.376518351,No,No
2662,0.446921292,No,No
2663,0.418690676,Yes,No
2664,0.756618618,No,No
2665,0.927947522,No,No
2666,0.491455825,No,No
2667,0.832733786,No,No
2668,0.731944536,No,No
2669,0.330680786,No,No
2670,0.587313815,No,No
2671,0.666815675,No,No
2672,0.023499372,No,No
2673,0.395955551,No,No
2674,0.992638176,No,No
2675,0.637256427,No,No
2676,0.334244069,No,No
2677,0.250024039,No,No
2678,0.209481602,No,No
2679,0.401641409,No,No
2680,0.193265691,No,No
2681,0.135186182,No,No
2682,0.364063284,No,No
2683,0.606999693,Yes,No
2684,0.146399182,No,No
2685,0.044343274,Yes,No
2686,0.034632818,No,No
2687,0.267384252,No,No
2688,0.190132291,No,No
2689,0.53925536,No,No
2690,0.455720187,No,No
2691,0.324766614,No,No
2692,0.833542834,No,No
2693,0.504946993,No,No
2694,0.091529992,No,No
2695,0.295764354,No,No
2696,0.973339266,No,No
2697,0.976977321,No,No
2698,0.254671636,No,No
2699,0.167236129,Yes,No
2700,0.495688146,No,No
2701,0.481464918,No,No
2702,0.410137687,No,No
2703,0.529357227,Yes,No
2704,0.232195379,No,No
2705,0.114929342,No,No
2706,0.570461458,Yes,No
2707,0.932597997,No,No
2708,0.137749277,No,No
2709,0.704814724,No,No
2710,0.437896687,No,No
2711,0.29397659,Yes,No
2712,0.853109218,No,No
2713,0.456491695,No,Yes
2714,0.583312014,No,No
2715,0.443056287,No,No
2716,0.081249582,No,Yes
2717,0.594904687,No,No
2718,0.418840975,No,No
2719,0.086756606,Yes,No
2720,0.595811734,No,No
2721,0.009870932,No,No
2722,0.208520388,No,No
2723,0.781069537,No,No
2724,0.037927425,Yes,No
2725,0.646682098,No,No
2726,0.949706946,No,No
2727,0.171192458,No,No
2728,0.41711186,Yes,No
2729,0.575497697,Yes,No
2730,0.450415839,No,Yes
2731,0.620377686,No,No
2732,0.404097525,Yes,No
2733,0.148504129,Yes,No
2734,0.08904436,No,No
2735,0.744443156,No,No
2736,0.23862395,No,Yes
2737,0.847450313,No,No
2738,0.743027244,No,Yes
2739,0.049453184,Yes,No
2740,0.201211117,No,No
2741,0.291992657,No,No
2742,0.594482249,No,No
2743,0.809827,No,No
2744,0.060333255,No,No
2745,0.249608952,No,No
2746,0.376209762,No,No
2747,0.183377155,No,No
2748,0.545292098,No,Yes
2749,0.478002479,No,No
2750,0.316495642,No,No
2751,0.516886887,No,No
2752,0.355821564,Yes,No
2753,0.343194067,No,Yes
2754,0.265395525,Yes,No
2755,0.540437934,No,No
2756,0.444115394,No,No
2757,0.196324784,No,Yes
2758,0.012966261,No,No
2759,0.150929541,No,No
2760,0.042834601,No,No
2761,0.431598834,No,No
2762,0.225096854,No,No
2763,0.420455333,No,No
2764,0.329449873,No,No
2765,0.538014811,No,No
2766,0.723866829,No,No
2767,0.479313938,Yes,No
2768,0.061968061,No,No
2769,0.017510481,No,No
2770,0.213231166,No,No
2771,0.424967511,No,No
2772,0.044905029,No,No
2773,0.327733805,No,No
2774,0.887025708,Yes,No
2775,0.090019022,No,No
2776,0.94851651,Yes,No
2777,0.856671776,No,No
2778,0.831781156,No,No
2779,0.863658511,No,No
2780,0.080050265,No,No
2781,0.151168094,No,No
2782,0.134372427,Yes,No
2783,0.111241811,No,No
2784,0.32771122,No,No
2785,0.830216883,Yes,No
2786,0.251962144,No,No
2787,0.244221679,No,Yes
2788,0.675888757,No,No
2789,0.096925102,No,No
2790,0.360279992,No,No
2791,0.295426307,No,No
2792,0.847300864,No,No
2793,0.514501278,No,No
2794,0.646473564,No,Yes
2795,0.129034338,No,No
2796,0.928918261,No,No
2797,0.322452154,No,No
2798,0.706838838,No,No
2799,0.95462618,No,No
2800,0.508648862,No,No
2801,0.507535259,No,No
2802,0.117249424,No,No
2803,0.390275556,No,No
2804,0.852464939,No,No
2805,0.135106507,No,No
2806,0.917504131,No,No
2807,0.667309414,No,No
2808,0.420959835,No,No
2809,0.546498419,No,No
2810,0.150496608,Yes,No
2811,0.217483293,No,No
2812,0.286408427,Yes,No
2813,0.384846118,No,No
2814,0.915521995,No,No
2815,0.367569025,No,No
2816,0.52383524,Yes,No
2817,0.162026161,No,No
2818,0.735973201,No,Yes
2819,0.560280849,No,No
2820,0.439907458,Yes,No
2821,0.947186466,No,No
2822,0.890650844,No,No
2823,0.659511272,Yes,No
2824,0.921812406,No,No
2825,0.564781795,No,No
2826,0.826937152,No,Yes
2827,0.409460164,No,No
2828,0.086744191,No,No
2829,0.99414859,No,No
2830,0.165631521,No,No
2831,0.251510039,No,No
2832,0.163103389,Yes,No
2833,0.337479518,No,No
2834,0.289280134,No,Yes
2835,0.601102249,No,No
2836,0.996460014,No,No
2837,0.052509055,No,No
2838,0.778443113,No,No
2839,0.127991924,No,No
2840,0.019835025,Yes,Yes
2841,0.63857682,No,No
2842,0.873315229,No,No
2843,0.176298507,No,No
2844,0.341613785,No,No
2845,0.168750204,No,Yes
2846,0.906507569,No,No
2847,0.270360432,Yes,No
2848,0.444712891,No,No
2849,0.894741276,No,Yes
2850,0.552869204,No,No
2851,0.932849801,No,No
2852,0.926450415,No,No
2853,0.46160102,No,No
2854,0.582382613,No,No
2855,0.230314274,No,No
2856,0.990535819,No,Yes
2857,0.27831666,No,No
2858,0.783306988,No,No
2859,0.31296906,Yes,No
2860,0.313042262,No,No
2861,0.103862927,Yes,No
2862,0.559895811,No,No
2863,0.244832338,No,No
2864,0.148394758,No,No
2865,0.226666695,No,No
2866,0.251093157,Yes,No
2867,0.504083456,No,No
2868,0.385923037,No,No
2869,0.075490281,No,No
2870,0.536028583,No,No
2871,0.787747452,No,No
2872,0.574235161,No,Yes
2873,0.974540252,No,No
2874,0.099150208,No,No
2875,0.821152337,No,No
2876,0.50569267,Yes,No
2877,0.521595178,Yes,No
2878,0.519099935,No,No
2879,0.325318828,Yes,No
2880,0.324555014,No,No
2881,0.631844507,No,No
2882,0.044765085,No,No
2883,0.588786045,No,No
2884,0.724590718,No,No
2885,0.356326293,No,No
2886,0.217356939,No,Yes
2887,0.213386913,No,No
2888,0.081839653,No,No
2889,0.089719319,No,No
2890,0.166687868,No,No
2891,0.019172905,No,No
2892,0.266235408,No,No
2893,0.306401829,No,No
2894,0.995221253,No,No
2895,0.991687738,No,No
2896,0.187048847,No,Yes
2897,0.213032158,No,No
2898,0.491906371,No,No
2899,0.148784334,No,No
2900,0.504039408,No,No
2901,0.399389705,Yes,No
2902,0.324622891,No,No
2903,0.822605171,No,No
2904,0.8281177,No,No
2905,0.987889467,Yes,No
2906,0.223088114,Yes,No
2907,0.888277497,No,No
2908,0.53784593,No,No
2909,0.591459431,No,No
2910,0.896293214,No,No
2911,0.942630796,No,No
2912,0.726811258,No,No
2913,0.347842432,No,No
2914,0.48966799,No,Yes
2915,0.615053864,No,No
2916,0.828640039,No,No
2917,0.657947705,No,No
2918,0.365447617,No,No
2919,0.417880451,No,No
2920,0.050437702,No,No
2921,0.92426786,No,No
2922,0.088119013,No,Yes
2923,0.579930791,No,No
2924,0.871651881,No,No
2925,0.42086525,No,No
2926,0.800125488,No,No
2927,0.80381608,No,Yes
2928,0.059846039,No,No
2929,0.412143726,No,No
2930,0.691025487,No,No
2931,0.422353509,No,No
2932,0.545167248,No,No
2933,0.594457905,No,No
2934,0.151229377,No,No
2935,0.411981206,No,No
2936,0.028463222,No,No
2937,0.149626083,Yes,No
2938,0.512254063,Yes,No
2939,0.573585998,Yes,No
2940,0.146234407,No,No
2941,0.75561927,No,No
2942,0.372987888,Yes,No
2943,0.920649929,Yes,No
2944,0.387662723,Yes,No
2945,0.149810976,No,No
2946,0.757970459,Yes,No
2947,0.5678008,Yes,No
2948,0.386688168,No,No
2949,0.355957163,No,No
2950,0.150768974,No,No
2951,0.340834627,No,No
2952,0.029344141,No,No
2953,0.502401914,No,No
2954,0.896723742,No,No
2955,0.795330796,No,No
2956,0.028521197,No,No
2957,0.881260326,Yes,No
2958,0.452324829,No,No
2959,0.190891465,Yes,No
2960,0.752411955,No,No
2961,0.32287355,No,No
2962,0.253318423,No,No
2963,0.161318407,No,No
2964,0.486621907,No,No
2965,0.093394,No,No
2966,0.785613129,No,No
2967,0.470674577,No,No
2968,0.446976417,No,No
2969,0.001853956,No,No
2970,0.81786386,No,No
2971,0.492837059,No,No
2972,0.43989452,No,No
2973,0.761384885,No,No
2974,0.062898549,No,No
2975,0.366680456,No,No
2976,0.575733958,Yes,No
2977,0.460577563,No,No
2978,0.18163889,Yes,No
2979,0.299276508,No,No
2980,0.300200558,Yes,No
2981,0.991970803,No,No
2982,0.326197119,No,No
2983,0.205182063,No,No
2984,0.822637153,No,No
2985,0.421171255,No,No
2986,0.443863694,No,No
2987,0.548889063,No,No
2988,0.595689197,Yes,No
2989,0.5905556,No,No
2990,0.034499722,No,No
2991,0.818842433,No,No
2992,0.194852819,No,No
2993,0.292342128,No,No
2994,0.17342952,No,No
2995,0.767076658,No,No
2996,0.583657993,No,No
2997,0.755296153,No,No
2998,0.653398405,No,No
2999,0.104158634,Yes,Yes
3000,0.301499776,No,No
3001,0.50726516,No,No
3002,0.304945031,Yes,No
3003,0.207303904,No,No
3004,0.869811969,No,No
3005,0.747783675,No,No
3006,0.345220061,No,No
3007,0.765012363,No,No
3008,0.627538618,Yes,No
3009,0.003785734,No,No
3010,0.380262026,No,No
3011,0.290487499,No,No
3012,0.217908622,Yes,No
3013,0.251589394,Yes,No
3014,0.942364847,Yes,No
3015,0.486317068,No,No
3016,0.847708718,Yes,No
3017,0.214217152,No,No
3018,0.1744038,No,No
3019,0.888789588,No,No
3020,0.495704686,Yes,No
3021,0.895152125,Yes,No
3022,0.063028853,No,No
3023,0.916435522,No,No
3024,0.415445316,No,No
3025,0.155370487,No,No
3026,0.683382689,Yes,No
3027,0.796902683,Yes,No
3028,0.047374728,No,No
3029,0.987195974,No,No
3030,0.697026887,Yes,No
3031,0.321401992,No,No
3032,0.151293796,No,No
3033,0.392531415,No,No
3034,0.220565661,No,No
3035,0.494153224,No,Yes
3036,0.781892708,No,No
3037,0.660130389,No,No
3038,0.435934905,No,Yes
3039,0.118943925,Yes,No
3040,0.957156922,No,No
3041,0.270370525,No,No
3042,0.277834546,No,No
3043,0.645502222,No,No
3044,0.770509622,Yes,No
3045,0.984152765,No,No
3046,0.969164261,No,No
3047,0.913760524,No,No
3048,0.435313567,No,No
3049,0.16666966,No,No
3050,0.584471203,No,No
3051,0.017256506,No,No
3052,0.196248839,Yes,No
3053,0.002529397,No,No
3054,0.180535913,No,No
3055,0.474757123,No,No
3056,0.393324311,Yes,No
3057,0.369296565,No,Yes
3058,0.830952864,No,No
3059,0.674996305,No,Yes
3060,0.936431763,No,Yes
3061,0.445341091,No,No
3062,0.272229675,No,No
3063,0.122684538,No,No
3064,0.672027396,No,No
3065,0.841741088,No,No
3066,0.183739364,No,No
3067,0.878752745,Yes,No
3068,0.526276202,No,No
3069,0.144080632,No,No
