Customer_ID,Call_Duration_sec,Data_Usage_MB,Plan_Type,Monthly_Bill,Network_Type,City,State,Num_Calls,Num_SMS,Service_Requests
6a030c89,3080,1618.88,Prepaid,132.61,3G,San Jose,CA,415,12,10
6501499a,992,623.22,Postpaid,126.45,4G,Houston,TX,226,24,4
9a4bfe1a,1250,1256.84,Prepaid,23.41,5G,Phoenix,AZ,229,276,2
d9c2147a,1484,1938.67,Postpaid,168.93,5G,Los Angeles,CA,2,20,10
2c286faa,3221,596.04,Prepaid,51.44,5G,Philadelphia,PA,1,264,3
375c49bd,896,1845.67,Postpaid,98.76,3G,Houston,TX,288,267,2
795e71df,253,1636.04,Prepaid,18.36,4G,Phoenix,AZ,392,235,5
1b0edf17,709,4331.64,Prepaid,185.84,5G,San Antonio,TX,78,3,2
516f6bb4,2747,2954.87,Postpaid,20.2,3G,New York,NY,48,0,4
f6099eda,3221,4062.17,Prepaid,64.01,4G,San Diego,CA,125,257,1
4eab9d65,954,1135.86,Prepaid,49.82,4G,New York,NY,134,246,10
7d7789e0,2634,2823.38,Prepaid,56.53,5G,Phoenix,AZ,257,3,6
1e461979,2690,860.61,Prepaid,85.18,5G,Los Angeles,CA,87,195,5
951e1816,3441,2316.11,Prepaid,174.57,3G,New York,NY,165,135,2
98d0f18f,1495,3096.19,Prepaid,45.49,4G,Phoenix,AZ,39,55,3
05524d59,1631,3554.56,Prepaid,14.31,3G,Phoenix,AZ,199,224,9
60878288,2147,2995.09,Postpaid,47.07,5G,Philadelphia,PA,252,91,10
a413f40d,3554,1114.14,Postpaid,194.62,4G,New York,NY,40,209,8
917c9974,2130,4742.5,Postpaid,165.95,5G,Philadelphia,PA,245,95,9
821a700f,646,227.0,Prepaid,141.6,5G,Dallas,TX,273,83,10
9b293474,1601,3410.9,Postpaid,159.18,5G,San Antonio,TX,79,219,2
2b2bbd51,492,2022.31,Prepaid,86.42,4G,San Jose,CA,474,259,6
b93e7756,2307,3580.65,Postpaid,18.09,4G,New York,NY,423,122,4
11d6536d,1773,4956.85,Prepaid,53.87,3G,San Jose,CA,475,267,0
91dc0662,40,4766.93,Postpaid,63.38,3G,Chicago,IL,194,115,7
eaabc138,2401,1542.12,Prepaid,163.42,5G,San Jose,CA,133,246,4
2deeaaf6,1272,550.27,Prepaid,65.23,4G,San Antonio,TX,248,159,8
b89745fa,1352,1576.44,Prepaid,58.48,4G,Phoenix,AZ,68,244,2
08fce39a,3448,3937.52,Prepaid,103.28,5G,Dallas,TX,433,218,2
d15113f2,2148,52.13,Postpaid,48.56,3G,Phoenix,AZ,11,83,0
303fdccd,1055,1703.1,Prepaid,79.42,5G,New York,NY,141,232,2
f166b00e,1429,2300.63,Postpaid,148.92,5G,Los Angeles,CA,268,87,3
83661c44,2744,4048.25,Postpaid,78.2,4G,San Jose,CA,238,71,9
97584fbd,1084,4097.03,Postpaid,77.5,3G,Los Angeles,CA,9,3,7
fea867f8,1665,4442.59,Prepaid,39.46,3G,New York,NY,9,260,2
f67ad3d9,3131,898.43,Postpaid,162.41,5G,Houston,TX,458,52,5
8be742cd,831,2227.41,Postpaid,71.33,5G,Chicago,IL,161,14,9
3e2873cc,2144,4737.95,Prepaid,166.74,4G,San Jose,CA,158,199,3
dd814454,3119,3824.93,Postpaid,52.25,3G,Chicago,IL,443,281,6
26f78209,1113,3592.5,Postpaid,18.52,5G,Houston,TX,245,113,9
c0edb87e,184,4522.51,Prepaid,14.48,4G,Dallas,TX,339,268,8
405d3ec0,2584,213.22,Prepaid,187.24,3G,New York,NY,380,14,3
738fd9e0,901,1605.72,Prepaid,199.89,5G,Los Angeles,CA,200,74,7
8315c597,3471,291.52,Prepaid,85.22,3G,San Antonio,TX,483,84,5
65c07283,204,2924.15,Prepaid,33.79,3G,Philadelphia,PA,302,125,0
6e7a9961,805,3994.08,Postpaid,78.26,3G,New York,NY,391,121,1
68f18487,2719,1467.4,Postpaid,66.44,3G,Phoenix,AZ,272,95,0
88c0997d,350,2502.98,Prepaid,16.47,5G,Phoenix,AZ,3,57,1
a7db1565,582,4744.31,Prepaid,106.53,3G,Dallas,TX,24,288,9
5a36b381,1502,314.68,Postpaid,61.35,4G,New York,NY,424,249,4
242f23ee,400,4986.15,Postpaid,34.77,5G,San Antonio,TX,389,7,4
ab9b7086,781,204.79,Postpaid,102.33,4G,Houston,TX,38,109,3
f7bad98f,3169,83.19,Prepaid,107.84,4G,New York,NY,187,247,3
65beb2a6,743,4903.59,Prepaid,164.5,3G,Dallas,TX,255,174,1
e4f5a3b5,2808,2351.02,Postpaid,128.37,5G,Chicago,IL,408,290,9
84ce29b0,890,3201.51,Postpaid,132.74,4G,San Diego,CA,240,235,2
2bf238fe,1198,638.96,Postpaid,51.31,4G,Phoenix,AZ,373,111,2
937d80d3,270,2964.69,Postpaid,11.32,3G,San Jose,CA,137,249,9
19682f3a,1796,4790.77,Prepaid,130.89,4G,San Diego,CA,406,56,2
2069d7c9,3573,2114.38,Prepaid,105.86,4G,San Jose,CA,403,32,3
7f084c03,2715,1190.66,Postpaid,186.91,5G,Chicago,IL,340,219,7
3627bdb4,2079,4860.28,Postpaid,46.77,5G,Phoenix,AZ,187,169,2
1af02f63,352,1258.84,Prepaid,106.51,4G,Phoenix,AZ,357,163,1
a6d8cd77,3505,209.21,Prepaid,134.41,5G,Los Angeles,CA,426,56,6
851fce25,3200,2124.15,Postpaid,11.79,4G,Philadelphia,PA,464,205,3
97b8d46e,2176,2944.47,Postpaid,72.68,5G,New York,NY,231,56,8
9421d432,2789,2174.76,Prepaid,64.19,4G,San Antonio,TX,46,238,3
739dc2a5,864,2500.43,Postpaid,172.92,3G,San Jose,CA,160,225,1
02e33e26,2627,2769.9,Postpaid,28.26,3G,San Diego,CA,484,26,7
023baef9,1788,3461.37,Postpaid,161.78,3G,San Diego,CA,151,268,9
ac53d28d,901,2552.86,Prepaid,192.08,3G,San Jose,CA,376,59,1
8ed32f85,2481,2281.49,Postpaid,20.65,5G,Phoenix,AZ,229,235,1
ed4220f6,1471,2781.22,Prepaid,193.7,3G,Chicago,IL,487,176,10
80fb34fd,3199,3957.47,Prepaid,169.1,3G,San Jose,CA,481,131,2
4a346b88,2214,3684.8,Prepaid,86.57,5G,Houston,TX,317,229,1
d7b13a61,504,2602.66,Postpaid,58.6,3G,Philadelphia,PA,227,116,9
d79878eb,211,1094.69,Postpaid,121.11,3G,Chicago,IL,440,197,7
99a497c6,2708,3942.69,Prepaid,27.04,4G,Phoenix,AZ,418,271,7
73194533,245,3276.63,Prepaid,155.45,5G,Phoenix,AZ,230,39,4
215b040d,947,3264.18,Postpaid,127.58,3G,Philadelphia,PA,110,140,10
cda50265,1726,2391.4,Prepaid,116.63,4G,San Antonio,TX,118,43,2
d633e22d,3242,3303.91,Prepaid,118.64,3G,Chicago,IL,378,286,4
beadfff7,1108,3167.21,Postpaid,63.8,3G,Chicago,IL,121,219,3
5ce85570,1926,2028.2,Postpaid,170.63,3G,Phoenix,AZ,344,38,4
af29c566,2995,4343.74,Postpaid,164.27,3G,Phoenix,AZ,241,140,6
d1b654e9,2165,566.12,Prepaid,174.8,4G,San Diego,CA,119,102,6
0d0585de,1701,264.41,Postpaid,149.78,4G,Chicago,IL,367,289,5
09e198fc,2250,3179.7,Postpaid,132.46,4G,San Jose,CA,430,17,2
083c49a0,2578,4922.22,Prepaid,152.28,4G,Los Angeles,CA,466,238,6
0963c783,2590,4435.04,Postpaid,191.35,3G,Philadelphia,PA,139,105,7
6c0ebfc9,645,403.06,Prepaid,85.09,5G,San Diego,CA,489,79,1
06d09a0e,2686,3693.62,Prepaid,199.39,3G,San Diego,CA,216,11,10
bcc8dc71,3240,2908.31,Prepaid,130.56,4G,Los Angeles,CA,129,175,7
0fb1bb7a,143,3747.87,Prepaid,12.34,3G,Los Angeles,CA,29,117,7
31642b79,2959,2887.13,Postpaid,76.16,3G,San Diego,CA,241,211,9
497a4a59,2766,1853.71,Prepaid,135.73,5G,San Jose,CA,270,16,3
efbf1bf3,1568,2340.08,Prepaid,133.43,3G,Los Angeles,CA,435,75,6
2e581bd3,636,4466.12,Postpaid,145.89,4G,San Antonio,TX,68,219,8
7d11c098,611,14.47,Prepaid,35.98,4G,Phoenix,AZ,263,132,8
2dbc034d,1809,2510.83,Postpaid,22.89,4G,San Diego,CA,392,261,6
6ca148d1,333,893.32,Postpaid,163.08,5G,Philadelphia,PA,228,233,9
68fbe2fa,2641,2493.21,Postpaid,163.52,5G,Los Angeles,CA,118,297,8
c71d8b0a,151,385.85,Postpaid,54.6,5G,New York,NY,254,172,8
7c77a326,1699,2544.88,Postpaid,139.91,5G,Dallas,TX,133,106,5
a390dda9,3398,1955.93,Postpaid,143.4,5G,Chicago,IL,82,45,9
109f66d8,1334,385.35,Prepaid,67.2,3G,Chicago,IL,376,175,0
bd83f84b,1530,4839.45,Prepaid,129.16,5G,Chicago,IL,287,4,3
71fd15aa,2940,2460.26,Postpaid,20.9,4G,Philadelphia,PA,164,299,7
4102b994,2259,4456.63,Prepaid,52.18,5G,Houston,TX,236,200,7
8754c444,3447,1816.56,Postpaid,169.24,4G,New York,NY,65,262,0
bc9facc2,2661,33.21,Postpaid,91.21,5G,San Jose,CA,98,23,0
05c3261b,2512,1771.81,Postpaid,151.72,3G,Philadelphia,PA,198,200,1
18af0d19,172,3850.8,Prepaid,69.27,3G,San Antonio,TX,434,261,3
19179bb0,837,3876.89,Postpaid,193.05,4G,Chicago,IL,423,225,1
387daee3,2979,1344.93,Prepaid,180.69,5G,Dallas,TX,231,299,4
ebd687c3,1992,1525.48,Prepaid,75.14,4G,San Jose,CA,263,18,10
f24378fc,1584,3384.07,Postpaid,192.03,5G,Chicago,IL,220,28,7
efb65c4e,3374,242.33,Prepaid,88.14,3G,San Jose,CA,266,166,7
4ba34d42,494,3510.03,Postpaid,118.7,3G,Dallas,TX,241,109,1
15f6c82b,1183,1044.43,Postpaid,198.32,5G,Dallas,TX,131,45,6
dc4d1818,2551,9.24,Prepaid,177.27,3G,Chicago,IL,290,42,3
6ff98af3,2799,4416.11,Prepaid,60.09,4G,Dallas,TX,417,87,2
5b2d19a6,205,1396.85,Prepaid,74.46,4G,San Diego,CA,263,246,1
20831ac3,815,4911.15,Prepaid,56.91,5G,San Antonio,TX,490,232,10
28f0cf43,578,288.53,Prepaid,147.94,4G,San Diego,CA,223,169,8
304ccf0c,327,11.45,Postpaid,110.22,5G,Philadelphia,PA,68,300,3
3a8327f2,776,1542.42,Postpaid,151.45,5G,Dallas,TX,277,40,1
d3d7ff20,716,1281.39,Postpaid,104.22,5G,Chicago,IL,40,254,0
b1a27b69,1570,3536.46,Prepaid,95.62,3G,Houston,TX,6,167,9
e2ad6125,1411,511.85,Postpaid,175.65,3G,San Antonio,TX,208,19,5
5f22b14d,3060,2308.92,Prepaid,155.36,5G,Houston,TX,19,213,10
8dfe3b55,1614,1504.43,Postpaid,122.17,3G,Houston,TX,27,45,9
cfe6e90a,1030,2586.16,Prepaid,191.5,5G,Phoenix,AZ,179,269,8
00af84e6,1405,3503.68,Prepaid,44.42,5G,Philadelphia,PA,443,231,1
7836fe79,240,683.4,Prepaid,98.17,3G,Los Angeles,CA,48,57,0
57477b83,3447,4832.52,Postpaid,155.55,3G,Houston,TX,224,64,2
c3ff6661,3355,2623.12,Prepaid,50.32,3G,New York,NY,334,197,8
288d7be0,1545,14.98,Prepaid,132.29,3G,Philadelphia,PA,202,103,0
4eaa4c4e,3253,1633.31,Prepaid,76.3,3G,San Antonio,TX,498,182,2
5994677e,986,1895.48,Prepaid,131.44,5G,Phoenix,AZ,20,215,0
be2cf397,228,2137.0,Prepaid,183.87,3G,San Antonio,TX,13,261,3
3f4e89a3,332,1889.34,Postpaid,195.25,3G,San Diego,CA,233,89,3
a2a01c36,1754,78.21,Prepaid,173.59,3G,Chicago,IL,406,50,6
a33a1ee8,544,444.35,Prepaid,83.41,4G,San Jose,CA,392,127,10
0b0e29dc,1938,513.62,Prepaid,86.06,3G,Dallas,TX,458,119,8
de96dd1f,2545,1184.26,Prepaid,46.77,3G,Houston,TX,208,260,2
0e1b87ba,2531,67.35,Prepaid,54.32,3G,San Diego,CA,236,161,0
3671ed0b,2280,2572.48,Postpaid,131.88,3G,New York,NY,444,46,5
e6f449b9,2054,1688.64,Prepaid,53.67,3G,Los Angeles,CA,187,29,3
d72b2174,1700,1837.4,Postpaid,168.49,5G,Chicago,IL,157,199,4
1275f35e,1767,3854.78,Postpaid,43.42,3G,New York,NY,17,152,8
0fc5d153,332,1400.08,Postpaid,98.33,4G,San Jose,CA,193,262,10
4e257e98,2592,4819.65,Postpaid,41.51,3G,Philadelphia,PA,462,68,2
528f939a,1954,2773.73,Prepaid,198.02,4G,Philadelphia,PA,479,194,10
68e92130,1113,2942.11,Postpaid,61.76,3G,San Antonio,TX,256,121,3
36677a68,678,1669.86,Postpaid,37.51,3G,Chicago,IL,289,79,1
157de642,1821,4620.7,Postpaid,91.05,5G,Los Angeles,CA,248,191,6
79ba4bf6,2509,1961.74,Postpaid,71.87,5G,Dallas,TX,38,285,3
1925c8b8,2306,4861.84,Prepaid,30.03,5G,Chicago,IL,95,189,3
e4a6497d,445,1169.63,Postpaid,167.64,5G,San Jose,CA,475,148,6
75afa7fb,584,1821.88,Postpaid,143.85,5G,Phoenix,AZ,427,111,9
e3150ae6,468,3060.96,Prepaid,31.89,3G,San Diego,CA,235,102,6
225562c8,746,1237.08,Prepaid,13.87,4G,Phoenix,AZ,107,149,4
5ec4bf1d,3045,2973.34,Prepaid,108.37,3G,Phoenix,AZ,329,53,4
a76ebd8c,3487,1698.13,Postpaid,96.42,4G,Philadelphia,PA,210,169,7
c9caa371,3443,2925.04,Prepaid,146.07,4G,Los Angeles,CA,494,77,1
c0858c67,3270,2267.05,Prepaid,83.34,4G,San Antonio,TX,298,237,1
3141286d,1688,981.48,Prepaid,74.59,5G,Los Angeles,CA,465,184,10
beef3ed3,1833,1252.87,Postpaid,89.53,5G,San Diego,CA,73,276,0
db68ed40,2931,1198.25,Prepaid,80.33,4G,Los Angeles,CA,2,161,10
4fbc6874,789,3848.61,Postpaid,42.21,5G,Houston,TX,451,142,7
a0b429ef,3012,1166.41,Postpaid,36.17,3G,Dallas,TX,445,46,3
ec5a7c13,2635,4609.95,Postpaid,167.07,4G,New York,NY,132,40,7
da82513f,2338,2399.28,Postpaid,89.32,3G,Dallas,TX,1,38,10
2d35e893,3501,3798.1,Prepaid,40.0,5G,San Antonio,TX,247,88,1
0549a5c9,285,4692.12,Postpaid,182.96,5G,Chicago,IL,325,28,3
bc86494e,45,1925.21,Prepaid,61.94,4G,San Diego,CA,205,242,9
d66cfbb0,1406,218.62,Prepaid,179.07,4G,Chicago,IL,461,269,2
45655068,3215,2569.76,Postpaid,43.0,5G,Chicago,IL,12,214,4
30c2e9b8,1555,140.49,Prepaid,165.86,3G,Phoenix,AZ,333,99,8
ebe67841,2055,2847.69,Postpaid,12.03,4G,New York,NY,394,33,1
61c03e89,1258,136.59,Prepaid,16.32,5G,Houston,TX,251,283,10
b416b3ca,212,2940.65,Postpaid,160.95,5G,Dallas,TX,425,254,8
429541a1,1690,1065.61,Prepaid,92.91,5G,Dallas,TX,9,58,1
e2ba2554,2574,2429.87,Postpaid,148.23,3G,San Jose,CA,423,13,7
ad8b24e1,2093,2049.99,Prepaid,75.96,5G,San Antonio,TX,138,170,2
db61ebc6,1883,2644.65,Prepaid,170.95,5G,Chicago,IL,155,255,3
9b282db3,2541,2674.12,Postpaid,143.4,3G,Philadelphia,PA,247,189,10
80c98098,2555,4258.0,Postpaid,120.41,4G,San Diego,CA,140,164,4
b7a6073a,1842,2147.37,Postpaid,36.36,4G,Philadelphia,PA,313,94,0
35e9287e,2162,4833.74,Postpaid,104.72,4G,Phoenix,AZ,113,263,3
76869910,2022,805.17,Postpaid,83.21,4G,San Diego,CA,447,69,5
402df680,1272,1840.05,Postpaid,94.88,5G,Dallas,TX,52,57,9
d64f3b75,372,1343.97,Prepaid,14.95,4G,Los Angeles,CA,281,288,10
7b13ed63,630,602.04,Prepaid,188.41,3G,Dallas,TX,230,262,9
d279098a,1978,964.06,Prepaid,51.21,3G,San Jose,CA,161,260,7
955d2f77,2297,675.37,Postpaid,52.56,3G,San Diego,CA,254,272,0
9a7ba6be,3172,3884.46,Prepaid,138.67,3G,Philadelphia,PA,272,87,8
a7863ea6,941,1144.34,Postpaid,105.95,4G,Dallas,TX,178,69,0
d231f8cf,1771,4148.02,Prepaid,57.89,3G,Chicago,IL,92,112,3
8fba6ec8,2081,4709.64,Prepaid,173.34,5G,Chicago,IL,451,246,2
53248cd3,530,1925.82,Postpaid,25.84,5G,Dallas,TX,243,10,8
c579312e,788,4007.73,Postpaid,182.27,3G,Los Angeles,CA,72,110,3
199248c2,3420,1755.82,Postpaid,119.58,5G,Los Angeles,CA,245,234,10
7119139f,2300,2820.5,Prepaid,29.3,5G,Houston,TX,251,256,0
1c91227e,2741,1616.78,Prepaid,78.68,5G,San Antonio,TX,173,59,2
5de22bba,2269,2657.95,Postpaid,47.14,5G,Dallas,TX,441,246,2
64c87940,3436,4914.06,Prepaid,99.71,5G,San Jose,CA,196,181,0
112d67b3,1769,3883.81,Prepaid,159.13,4G,Chicago,IL,451,53,4
6807c616,2322,2284.5,Postpaid,128.93,3G,New York,NY,121,158,9
4ed59657,953,2062.77,Prepaid,75.75,3G,Houston,TX,492,59,10
57fcfe7c,643,2482.97,Prepaid,49.96,3G,Philadelphia,PA,126,51,4
ad8a87bb,2362,2806.33,Postpaid,72.55,3G,New York,NY,127,193,1
425c05cb,3403,1949.51,Prepaid,55.59,4G,Phoenix,AZ,222,197,2
4f4bf48f,3377,4660.55,Postpaid,199.54,4G,Philadelphia,PA,465,196,0
20416196,1231,1735.16,Postpaid,10.34,3G,Chicago,IL,314,221,3
890f8320,1041,2027.45,Prepaid,99.76,3G,Houston,TX,371,283,7
9ebae09c,640,2074.95,Postpaid,146.21,3G,Chicago,IL,181,262,5
5f5f3e46,1931,4544.35,Postpaid,140.56,4G,Los Angeles,CA,463,185,10
abc82bd4,139,4786.85,Postpaid,108.24,3G,Phoenix,AZ,480,52,6
e97fda54,1566,2540.45,Prepaid,20.77,3G,Philadelphia,PA,325,288,10
70678b0b,2712,4420.25,Postpaid,98.58,4G,Dallas,TX,453,240,0
6b6e4b61,1980,1546.92,Postpaid,57.2,4G,Dallas,TX,357,225,9
259cf4d3,3551,1244.64,Prepaid,170.71,5G,San Jose,CA,302,27,10
947b9eb7,115,437.11,Postpaid,103.39,5G,Houston,TX,75,51,4
e59dd30e,1694,537.9,Prepaid,12.15,4G,Dallas,TX,92,265,5
ebb1b8b3,1403,3991.53,Prepaid,46.35,3G,Philadelphia,PA,222,125,7
656fdded,3337,1518.64,Postpaid,98.13,3G,San Antonio,TX,221,113,9
14519f66,2985,2713.51,Postpaid,173.12,4G,New York,NY,300,119,0
07d9cd06,3269,2206.93,Prepaid,12.41,3G,Dallas,TX,496,14,8
036af51a,598,546.7,Postpaid,75.86,5G,Philadelphia,PA,450,272,5
31ff88e8,2034,3490.73,Postpaid,158.94,3G,Dallas,TX,491,193,3
729f5971,462,2177.14,Prepaid,65.92,4G,San Diego,CA,250,114,5
da4c89c1,1950,600.25,Postpaid,93.22,4G,Houston,TX,232,183,2
2eb29e22,2944,4258.33,Prepaid,141.46,3G,Houston,TX,226,143,10
f20f963e,1738,3184.66,Postpaid,130.81,4G,San Antonio,TX,133,0,9
605bc9f4,100,2987.29,Postpaid,150.1,5G,Los Angeles,CA,420,133,6
095cb9e5,1731,1820.28,Prepaid,19.95,3G,Chicago,IL,454,253,0
ec9f33fe,2738,2392.66,Prepaid,73.6,3G,San Jose,CA,410,48,1
a34663b7,3376,4096.05,Prepaid,119.23,3G,New York,NY,84,150,10
b242acab,3076,1528.89,Prepaid,142.21,4G,Phoenix,AZ,371,97,4
8b573190,1509,2153.67,Postpaid,107.73,5G,Houston,TX,392,213,7
61aae4fc,2799,4873.96,Prepaid,101.57,5G,San Diego,CA,471,155,9
90af753b,753,2553.53,Postpaid,46.22,3G,Dallas,TX,316,104,5
c7c7f85c,2809,1144.18,Prepaid,121.81,3G,New York,NY,360,268,3
75457905,2832,3542.97,Prepaid,160.15,5G,Los Angeles,CA,361,10,2
2a6a956a,3413,152.08,Prepaid,35.08,5G,San Jose,CA,85,127,10
5eabff1e,429,1442.09,Prepaid,121.86,5G,Houston,TX,318,34,10
372075ed,550,2044.79,Postpaid,35.16,4G,San Diego,CA,473,87,8
a1f98368,298,2582.06,Postpaid,124.25,5G,Philadelphia,PA,132,185,1
a7addea1,1783,3119.06,Postpaid,173.44,3G,Dallas,TX,302,103,0
abc72ed0,2430,3117.5,Postpaid,22.7,5G,Chicago,IL,137,143,6
9a39650a,543,3067.54,Prepaid,155.37,4G,New York,NY,482,46,4
856d4bf5,161,1425.0,Postpaid,172.84,3G,Phoenix,AZ,371,70,3
fba5d251,714,3154.86,Prepaid,11.43,4G,San Antonio,TX,475,226,3
047f9e1a,891,1384.9,Prepaid,90.19,4G,San Antonio,TX,57,250,5
f8bfbca0,2233,860.82,Prepaid,56.52,3G,Phoenix,AZ,269,142,6
37d80836,1106,2923.33,Prepaid,135.8,4G,New York,NY,469,175,2
0ffb3252,1859,3897.97,Prepaid,191.22,4G,Dallas,TX,161,179,3
85c00fa9,1130,677.96,Postpaid,56.69,4G,San Diego,CA,417,143,8
087c903a,1938,798.54,Postpaid,126.98,3G,Philadelphia,PA,176,56,8
4cb5ffd3,353,4947.56,Prepaid,132.13,3G,Dallas,TX,340,133,7
b7f6e6e6,1788,1645.22,Prepaid,106.02,4G,Houston,TX,468,17,10
3f92ea05,1464,4690.31,Postpaid,186.27,4G,Dallas,TX,35,61,3
e17832bf,721,797.02,Postpaid,50.89,3G,New York,NY,324,96,0
d81153f1,2817,3102.66,Prepaid,111.5,3G,Dallas,TX,6,298,10
0d95fc82,2130,2444.34,Prepaid,158.3,5G,Chicago,IL,82,19,10
0a18b1dc,3520,2082.95,Prepaid,96.73,4G,Chicago,IL,161,59,2
ab2f5b8a,635,997.21,Postpaid,163.04,5G,New York,NY,351,278,10
d5ff3018,1469,972.45,Prepaid,67.26,3G,Houston,TX,185,217,3
39250ad5,3515,3034.19,Postpaid,159.14,4G,Phoenix,AZ,270,116,7
618b4679,109,2637.01,Prepaid,196.21,3G,Phoenix,AZ,379,9,5
4750fabc,2199,701.81,Prepaid,72.47,3G,Chicago,IL,237,43,4
8ff0b367,1240,561.37,Postpaid,163.94,3G,San Jose,CA,81,67,4
d1b56ef5,426,1765.18,Postpaid,158.24,3G,San Antonio,TX,387,104,4
c0323787,2519,2924.15,Postpaid,140.6,5G,Los Angeles,CA,196,213,3
f20f5292,407,3901.35,Prepaid,70.74,3G,New York,NY,239,205,1
cd82de6f,2813,4977.49,Postpaid,161.3,4G,New York,NY,486,51,3
b315ecfe,1893,3533.31,Prepaid,102.75,3G,Philadelphia,PA,471,215,8
03eb350a,241,1026.86,Prepaid,103.83,5G,Los Angeles,CA,324,20,10
b08f0b73,3547,3181.6,Prepaid,56.17,4G,New York,NY,194,217,4
03c083ac,666,3754.58,Postpaid,111.7,3G,San Jose,CA,240,214,2
ca7ce4e0,1047,2008.74,Postpaid,61.45,5G,Phoenix,AZ,82,56,7
5b1e66e8,1014,3014.43,Prepaid,163.9,5G,New York,NY,415,235,6
7e3069ec,160,1018.02,Prepaid,87.92,3G,Chicago,IL,146,226,4
dfc9914a,3353,2210.52,Prepaid,54.55,4G,Dallas,TX,80,297,7
94ca9caa,595,735.38,Prepaid,17.51,4G,San Jose,CA,402,87,8
883727e1,136,4188.7,Postpaid,145.09,5G,Phoenix,AZ,49,97,0
7ac4f7bc,1927,359.17,Postpaid,171.67,5G,Los Angeles,CA,255,31,3
a03b1555,169,1044.03,Prepaid,95.82,4G,Dallas,TX,341,81,6
5cc86718,2925,1233.33,Prepaid,120.65,3G,Chicago,IL,32,221,4
9f78ab7e,2414,174.66,Prepaid,22.35,5G,Phoenix,AZ,472,141,3
76f9be1f,844,432.42,Postpaid,77.85,5G,Philadelphia,PA,292,292,10
2d9ad3ba,538,2832.06,Postpaid,10.22,5G,Dallas,TX,155,231,10
f2c40aa8,1781,2295.82,Postpaid,125.84,5G,Philadelphia,PA,367,34,2
4f36039d,1132,3107.19,Postpaid,153.23,3G,New York,NY,345,170,8
f3fe18a2,1579,4572.22,Prepaid,118.17,3G,San Diego,CA,320,258,0
3fbdae03,1407,2841.3,Postpaid,53.93,5G,Los Angeles,CA,500,275,1
2f5a7482,2214,1129.85,Prepaid,147.26,4G,San Diego,CA,451,142,3
46d8b6f1,726,839.82,Postpaid,71.74,4G,San Diego,CA,247,173,5
3001787e,341,2739.28,Postpaid,114.35,4G,Philadelphia,PA,122,171,0
38f2a423,1067,1731.4,Postpaid,114.23,4G,San Diego,CA,17,150,6
f4da06aa,1431,1376.17,Postpaid,138.42,3G,San Jose,CA,60,154,1
bc695f9b,2681,1316.71,Postpaid,135.73,4G,San Diego,CA,206,48,6
07d6b595,3404,504.27,Postpaid,179.99,4G,San Diego,CA,447,49,3
dbc23767,1240,3439.57,Postpaid,69.57,5G,Chicago,IL,418,151,6
9bb3bfa7,2695,955.58,Postpaid,143.39,4G,Los Angeles,CA,175,43,1
bfd4b81c,2516,1209.75,Postpaid,27.63,3G,Chicago,IL,319,175,9
dd4c4ebd,1513,591.27,Postpaid,131.18,4G,San Jose,CA,369,97,9
3d3f56d5,113,2694.45,Postpaid,71.18,4G,New York,NY,339,259,7
82c9513a,3476,303.38,Prepaid,62.45,4G,Phoenix,AZ,203,126,2
8753a9db,3508,57.61,Postpaid,33.07,3G,San Antonio,TX,405,254,6
0f0c0d09,2913,1288.65,Prepaid,67.31,4G,Chicago,IL,378,33,7
557e2ae7,3157,1867.0,Postpaid,87.26,5G,Philadelphia,PA,479,129,4
3edfc384,3456,2991.9,Postpaid,170.14,5G,San Diego,CA,169,58,0
7191464f,3044,28.97,Postpaid,165.61,4G,San Diego,CA,371,250,0
ee6c6e38,3043,4406.1,Prepaid,196.39,3G,Chicago,IL,104,27,7
d6a80e15,2669,910.55,Prepaid,49.6,4G,Dallas,TX,90,238,6
81182691,1167,4553.59,Prepaid,165.7,5G,Houston,TX,188,251,8
68812c7c,976,3306.51,Postpaid,151.96,5G,San Jose,CA,425,2,3
b908f22a,964,4234.47,Prepaid,39.03,5G,San Jose,CA,497,54,0
7f10ceca,3548,4628.33,Prepaid,160.59,3G,San Jose,CA,131,298,6
e6b78856,612,4890.9,Postpaid,75.93,5G,Los Angeles,CA,241,129,3
a3264732,2498,2537.42,Postpaid,98.38,3G,San Diego,CA,500,139,5
2da2643c,1155,2650.1,Prepaid,165.25,3G,San Diego,CA,32,2,0
f6b79349,1844,1888.49,Prepaid,110.29,5G,San Diego,CA,314,156,10
42333b14,2896,3201.65,Prepaid,185.46,5G,Philadelphia,PA,138,150,2
f7db6ff8,1028,3203.58,Postpaid,92.6,5G,Chicago,IL,447,149,0
8d0929b8,2705,788.62,Prepaid,51.19,3G,San Antonio,TX,335,280,6
91e01980,3049,2822.54,Prepaid,68.7,5G,Phoenix,AZ,334,55,7
12f34671,1220,1178.98,Prepaid,106.76,4G,Houston,TX,409,290,9
7f5a6e8b,3528,119.52,Postpaid,90.85,5G,San Diego,CA,424,296,6
61a3bea5,2385,87.18,Postpaid,165.44,4G,Los Angeles,CA,4,276,7
c3f2e6ac,1674,1088.68,Postpaid,30.45,5G,Chicago,IL,436,287,5
2a43c85b,1217,3133.64,Prepaid,153.89,5G,Chicago,IL,10,36,10
bd1c369e,3248,2732.33,Prepaid,118.89,3G,San Antonio,TX,27,94,5
