Customer_ID,Age,Gender,Income,Service_Usage,Purchase_History,Segment
2870,66,Male,45345,63,170,High-Value
2871,58,Male,131811,6,456,Medium-Value
2872,34,Male,105895,95,288,Low-Value
2873,26,Female,94335,67,399,Low-Value
2874,58,Male,79196,67,338,High-Value
2875,18,Male,43053,97,215,Medium-Value
2876,19,Female,145552,59,69,High-Value
2877,65,Female,120428,13,370,High-Value
2878,46,Female,149022,21,27,Medium-Value
2879,50,Male,103220,64,225,High-Value
2880,27,Male,25015,37,322,High-Value
2881,67,Female,117201,80,234,Low-Value
2882,57,Male,28657,85,486,Medium-Value
2883,38,Male,71116,48,443,Low-Value
2884,45,Male,41951,56,412,Medium-Value
2885,28,Female,117599,44,408,Low-Value
2886,51,Female,118279,13,51,Medium-Value
2887,25,Male,46521,4,149,High-Value
2888,39,Male,74431,95,415,Medium-Value
2889,25,Male,30731,73,75,High-Value
2890,66,Male,38744,33,306,Low-Value
2891,32,Female,83094,37,92,Medium-Value
2892,34,Female,38423,53,368,High-Value
2893,40,Male,134612,24,424,Medium-Value
2894,41,Male,37568,89,68,Low-Value
2895,62,Female,67411,51,235,High-Value
2896,36,Male,23934,41,362,High-Value
2897,22,Female,96945,29,144,Low-Value
2898,49,Male,140482,59,76,High-Value
2899,61,Female,116946,40,86,High-Value
2900,18,Male,116344,51,227,Medium-Value
2901,40,Male,28172,50,363,Medium-Value
2902,54,Female,47358,36,447,Medium-Value
2903,25,Female,86313,79,56,Medium-Value
2904,30,Male,149774,60,80,Low-Value
2905,25,Male,39763,18,24,Low-Value
2906,40,Female,68673,20,227,Low-Value
2907,60,Female,120722,5,28,Medium-Value
2908,18,Male,116706,18,121,High-Value
2909,62,Male,105997,40,490,Low-Value
2910,68,Female,130758,1,93,High-Value
2911,41,Female,87975,19,341,Low-Value
2912,52,Female,27804,87,112,High-Value
2913,41,Female,131327,26,378,Low-Value
2914,34,Female,67594,29,345,Low-Value
2915,22,Male,98748,59,487,Medium-Value
2916,37,Male,107189,63,31,High-Value
2917,38,Female,107507,98,143,High-Value
2918,57,Male,87525,83,367,Medium-Value
2919,48,Male,93404,62,298,High-Value
2920,63,Female,127562,48,227,Medium-Value
2921,53,Male,119248,62,358,Medium-Value
2922,28,Male,44604,18,250,Medium-Value
2923,69,Male,136585,66,50,Medium-Value
2924,32,Female,42135,27,214,Medium-Value
2925,36,Female,116080,6,380,High-Value
2926,24,Male,57918,70,389,Low-Value
2927,68,Male,149716,59,432,Low-Value
2928,45,Male,70849,6,269,High-Value
2929,68,Male,50847,31,288,High-Value
2930,60,Male,63774,94,195,Low-Value
2931,22,Male,80709,56,254,High-Value
2932,22,Female,30680,54,79,High-Value
2933,47,Male,133508,85,475,Medium-Value
2934,49,Male,115619,41,244,High-Value
2935,25,Female,75037,18,91,High-Value
2936,27,Male,119969,87,414,Low-Value
2937,55,Male,131115,23,6,High-Value
2938,64,Male,78914,92,281,Low-Value
2939,49,Male,46309,36,412,High-Value
2940,65,Female,127255,25,446,Low-Value
2941,45,Male,30349,7,150,Medium-Value
2942,34,Female,95079,82,324,High-Value
2943,48,Male,80820,20,399,Low-Value
2944,25,Male,94996,5,282,Low-Value
2945,57,Female,54553,18,191,High-Value
2946,42,Male,48525,33,274,Low-Value
2947,26,Female,25948,79,73,Medium-Value
2948,19,Female,34498,35,447,Low-Value
2949,32,Female,38991,65,318,Low-Value
2950,67,Male,110510,63,68,High-Value
2951,20,Male,120934,85,304,High-Value
2952,66,Male,79790,72,434,Medium-Value
2953,53,Male,27660,71,63,Low-Value
2954,21,Female,46245,41,453,Medium-Value
2955,31,Male,20238,50,493,Medium-Value
2956,58,Male,39920,30,134,High-Value
2957,58,Female,66659,38,442,Low-Value
2958,42,Female,138549,35,307,Medium-Value
2959,67,Male,145983,66,268,Low-Value
2960,27,Female,94874,46,223,Low-Value
2961,38,Female,62517,8,431,High-Value
2962,53,Female,146618,68,126,High-Value
2963,29,Female,95885,37,265,Low-Value
2964,44,Female,66350,85,7,High-Value
2965,57,Male,97179,13,413,Low-Value
2966,19,Male,143179,73,206,Low-Value
2967,30,Male,48274,45,179,Medium-Value
2968,49,Male,65013,29,468,High-Value
2969,48,Male,126203,41,496,High-Value
2970,33,Male,59913,56,183,Medium-Value
2971,49,Male,124165,88,480,High-Value
2972,49,Female,65819,16,443,Medium-Value
2973,51,Male,102168,12,440,Medium-Value
2974,28,Male,112680,66,406,Medium-Value
2975,27,Male,97857,62,228,Medium-Value
2976,32,Female,122627,19,236,Low-Value
2977,34,Male,114792,30,146,Medium-Value
2978,57,Male,84910,16,58,Medium-Value
2979,35,Female,43485,88,296,Low-Value
2980,26,Male,22860,13,241,Medium-Value
2981,42,Male,69875,69,345,Low-Value
2982,57,Female,34919,23,287,High-Value
2983,31,Male,118873,62,440,Low-Value
2984,42,Female,93947,31,163,Medium-Value
2985,67,Male,29586,53,26,Low-Value
2986,39,Male,71986,17,452,Low-Value
2987,69,Male,109848,49,106,High-Value
2988,47,Female,43055,49,240,Medium-Value
2989,37,Female,54890,67,340,Low-Value
2990,38,Female,83081,26,418,High-Value
2991,61,Male,48807,13,332,Low-Value
2992,49,Male,105920,38,400,High-Value
2993,68,Female,67177,22,379,Low-Value
2994,63,Female,114461,85,42,High-Value
2995,66,Male,88625,29,133,Medium-Value
2996,38,Male,34242,45,317,High-Value
2997,52,Male,76317,46,44,High-Value
2998,49,Male,59978,39,35,Medium-Value
2999,47,Female,36433,69,364,Medium-Value
3000,56,Male,53282,78,347,High-Value
3001,66,Male,96519,82,384,Low-Value
3002,29,Male,129274,68,1,High-Value
3003,58,Male,63578,97,226,Low-Value
3004,64,Male,128333,39,299,Medium-Value
3005,35,Male,90207,20,288,Medium-Value
3006,38,Male,44133,77,236,High-Value
3007,30,Female,70317,68,359,Medium-Value
3008,38,Female,147878,35,447,Medium-Value
3009,25,Female,128745,8,33,High-Value
3010,63,Male,149230,52,95,High-Value
3011,57,Female,85950,40,205,High-Value
3012,63,Male,79612,36,109,High-Value
3013,24,Male,84873,6,322,High-Value
3014,40,Male,133397,86,30,High-Value
3015,61,Male,135792,70,266,Medium-Value
3016,49,Female,106778,73,23,Medium-Value
3017,28,Male,82002,16,97,Medium-Value
3018,39,Male,72508,46,39,High-Value
3019,39,Female,120720,59,173,Medium-Value
3020,60,Female,58379,38,248,Medium-Value
3021,42,Female,144814,97,379,Medium-Value
3022,39,Male,35231,18,413,Low-Value
3023,45,Female,107385,12,414,Medium-Value
3024,46,Male,61163,54,162,High-Value
3025,30,Male,141880,91,180,Medium-Value
3026,35,Female,51676,47,103,High-Value
3027,19,Female,107592,1,209,Low-Value
3028,46,Female,126564,15,22,Low-Value
3029,38,Male,143395,91,5,Medium-Value
3030,32,Male,105483,80,139,Low-Value
3031,69,Male,75535,21,214,Medium-Value
3032,44,Male,130952,1,160,Medium-Value
3033,67,Male,111576,93,408,High-Value
3034,48,Male,66110,67,395,Medium-Value
3035,32,Female,66978,12,139,Low-Value
3036,68,Male,144532,28,145,Low-Value
3037,40,Female,110818,39,160,Medium-Value
3038,41,Female,111737,37,83,Medium-Value
3039,61,Female,92369,95,155,Medium-Value
3040,30,Female,24752,60,288,Low-Value
3041,39,Female,44507,31,317,Medium-Value
3042,60,Male,105705,58,281,Medium-Value
3043,54,Male,144225,97,64,Medium-Value
3044,50,Male,143223,97,192,Low-Value
3045,20,Male,130282,11,156,Low-Value
3046,36,Female,61495,29,424,High-Value
3047,40,Female,110466,89,91,High-Value
3048,46,Female,80886,13,142,Low-Value
3049,47,Male,90559,51,42,Low-Value
3050,56,Male,20982,54,249,Medium-Value
3051,61,Male,99841,19,295,Medium-Value
3052,64,Male,149128,58,258,Low-Value
3053,42,Female,36146,36,337,Low-Value
3054,54,Female,136033,28,1,Low-Value
3055,64,Male,74843,68,109,High-Value
3056,25,Male,140690,3,416,Low-Value
3057,59,Female,96737,89,467,High-Value
3058,33,Female,102446,41,125,Low-Value
3059,25,Female,108567,35,64,High-Value
3060,18,Female,43636,93,206,Medium-Value
3061,61,Male,102850,93,415,Medium-Value
3062,22,Female,47332,76,442,Low-Value
3063,20,Female,71434,99,338,Medium-Value
3064,18,Female,103866,84,244,High-Value
3065,21,Female,81271,81,78,Low-Value
3066,57,Male,82726,76,111,Medium-Value
3067,52,Male,100901,50,142,Medium-Value
3068,49,Male,129037,74,216,Low-Value
3069,59,Male,30108,82,453,Medium-Value
3070,51,Male,88896,30,16,Low-Value
3071,60,Male,62553,72,453,Medium-Value
3072,42,Female,60880,77,54,Low-Value
3073,27,Female,134320,95,141,Low-Value
3074,38,Female,72077,70,380,Medium-Value
3075,63,Female,23625,54,336,Low-Value
3076,56,Male,58237,71,79,Medium-Value
3077,44,Female,21223,85,415,Low-Value
3078,44,Male,79303,51,453,Low-Value
3079,19,Female,85197,28,149,Medium-Value
3080,58,Female,125414,64,127,Medium-Value
3081,65,Female,94693,85,158,Low-Value
3082,30,Male,131555,21,279,High-Value
3083,26,Female,57760,88,38,Medium-Value
3084,69,Male,99182,27,157,Medium-Value
3085,53,Male,130174,27,333,High-Value
3086,39,Female,147192,77,288,Low-Value
3087,59,Male,77966,50,112,High-Value
3088,43,Male,49024,29,190,High-Value
3089,29,Female,90323,39,106,Low-Value
3090,34,Female,43202,57,91,High-Value
3091,31,Female,139414,92,354,Medium-Value
3092,31,Female,71524,37,301,Low-Value
3093,51,Female,63908,93,49,Low-Value
3094,37,Female,56067,64,161,Low-Value
3095,28,Male,29360,48,4,High-Value
3096,33,Female,118228,22,402,High-Value
3097,68,Female,124755,30,198,Medium-Value
3098,48,Male,32941,28,320,High-Value
3099,23,Female,35993,23,412,Medium-Value
3100,36,Male,34620,97,364,Medium-Value
3101,54,Female,143271,4,377,Medium-Value
3102,21,Female,40193,3,442,High-Value
3103,64,Male,71559,61,475,Medium-Value
3104,21,Female,41248,96,254,Medium-Value
3105,37,Male,65852,4,90,High-Value
3106,27,Female,25027,65,312,Medium-Value
3107,41,Female,83410,12,20,Medium-Value
3108,52,Male,24260,13,77,Low-Value
3109,43,Female,57596,34,220,Low-Value
3110,54,Female,127076,59,162,Low-Value
3111,55,Male,29012,93,497,Medium-Value
3112,38,Female,45823,73,343,High-Value
3113,57,Male,93851,31,394,High-Value
3114,56,Female,67027,71,115,Low-Value
3115,38,Male,98167,13,94,High-Value
3116,27,Female,103794,54,406,Medium-Value
3117,55,Male,45099,2,133,High-Value
3118,63,Male,121427,33,172,High-Value
3119,21,Female,56992,50,114,Low-Value
3120,62,Female,139942,7,9,High-Value
3121,37,Male,116912,18,299,Medium-Value
3122,34,Female,137886,51,260,High-Value
3123,24,Male,30977,8,170,Medium-Value
3124,21,Female,76234,55,321,Low-Value
3125,46,Female,112230,76,98,Medium-Value
3126,31,Male,67376,43,169,Low-Value
3127,20,Male,53978,59,448,High-Value
3128,41,Female,29218,30,311,Medium-Value
3129,54,Female,41788,59,218,Low-Value
3130,33,Female,40501,9,402,Low-Value
3131,69,Female,97989,92,400,High-Value
3132,21,Female,123733,68,343,High-Value
3133,41,Male,35210,39,430,High-Value
3134,51,Female,148476,81,420,High-Value
3135,47,Female,94225,11,346,High-Value
3136,35,Male,65489,2,450,Medium-Value
3137,36,Male,112917,23,44,Medium-Value
3138,48,Male,83721,63,261,Low-Value
3139,36,Female,115044,22,285,High-Value
3140,66,Male,62653,61,126,Low-Value
3141,63,Male,106678,26,260,Low-Value
3142,36,Male,60950,12,495,Low-Value
3143,39,Male,28916,32,355,Low-Value
3144,41,Female,85911,9,214,Low-Value
3145,62,Female,51449,69,305,Low-Value
3146,29,Female,109333,90,200,Medium-Value
3147,47,Male,40782,71,236,Medium-Value
3148,55,Male,112564,93,341,Low-Value
3149,48,Male,40243,33,136,Medium-Value
3150,53,Male,136374,24,378,High-Value
3151,36,Male,49379,89,436,Low-Value
3152,65,Male,57780,95,116,Medium-Value
3153,62,Female,50740,93,453,Low-Value
3154,53,Female,134944,69,405,High-Value
3155,47,Male,147374,38,155,Medium-Value
3156,66,Female,39984,11,422,High-Value
3157,50,Male,20050,32,389,Low-Value
3158,35,Male,26590,64,341,High-Value
3159,69,Female,60205,72,317,Low-Value
3160,66,Male,35162,20,392,High-Value
3161,45,Female,69746,34,342,High-Value
3162,64,Male,33105,42,18,High-Value
3163,28,Male,57499,8,388,Medium-Value
3164,62,Female,56641,66,4,Medium-Value
3165,50,Male,31628,21,165,High-Value
3166,34,Male,62032,79,127,Medium-Value
3167,23,Male,85029,70,399,High-Value
3168,21,Female,58516,5,422,Low-Value
3169,37,Male,107157,67,411,High-Value
3170,65,Male,21476,43,213,Medium-Value
3171,64,Male,139558,16,48,Medium-Value
3172,44,Female,60800,99,46,Low-Value
3173,32,Female,55788,73,46,Low-Value
3174,23,Female,140754,35,48,Low-Value
3175,64,Female,109973,83,187,High-Value
3176,31,Female,46240,43,120,Low-Value
3177,28,Male,130988,98,132,Low-Value
3178,56,Female,30922,39,459,Low-Value
3179,26,Female,133690,10,19,Medium-Value
3180,43,Male,84198,74,441,Low-Value
3181,33,Female,78739,20,275,Medium-Value
3182,22,Male,93602,1,475,Medium-Value
3183,69,Female,32089,6,232,Medium-Value
3184,27,Male,52600,53,42,Medium-Value
3185,67,Male,66176,46,92,Medium-Value
3186,20,Female,28167,66,261,Medium-Value
3187,30,Female,98352,38,48,Low-Value
3188,60,Male,41164,33,409,Medium-Value
3189,66,Male,105965,67,451,Medium-Value
3190,47,Male,145540,77,282,High-Value
3191,62,Male,120537,35,74,Low-Value
3192,23,Male,51415,79,216,Medium-Value
3193,34,Male,93653,45,446,High-Value
3194,62,Male,132854,22,221,Low-Value
3195,68,Female,146202,68,109,High-Value
3196,36,Male,91895,17,135,High-Value
3197,59,Female,99900,5,428,Medium-Value
3198,52,Female,122501,85,343,Medium-Value
3199,63,Male,114330,57,238,High-Value
3200,43,Male,95829,88,155,Medium-Value
3201,68,Female,78650,95,426,Low-Value
3202,22,Male,78981,40,329,High-Value
3203,46,Male,94868,30,492,High-Value
3204,54,Female,20615,42,56,Low-Value
3205,37,Female,65612,7,387,Medium-Value
3206,66,Female,97937,71,382,Medium-Value
3207,38,Male,149878,91,397,High-Value
3208,27,Male,136254,88,198,Medium-Value
3209,22,Female,149699,19,315,Medium-Value
3210,53,Male,61936,41,38,Low-Value
3211,23,Female,49372,34,341,Medium-Value
3212,43,Male,127812,22,339,Medium-Value
3213,21,Female,133858,52,217,Low-Value
3214,56,Male,87875,91,231,Low-Value
3215,56,Female,101782,6,452,High-Value
3216,67,Male,81700,74,342,Low-Value
3217,52,Male,28109,95,453,Medium-Value
3218,18,Female,43758,25,257,Medium-Value
3219,41,Male,108627,66,434,Medium-Value
3220,53,Male,128592,10,209,Medium-Value
3221,23,Female,33317,74,201,High-Value
3222,58,Male,102298,26,137,Medium-Value
3223,63,Male,89001,5,128,Medium-Value
3224,61,Male,140693,86,53,High-Value
3225,48,Female,71423,68,344,Medium-Value
3226,37,Female,45622,98,394,Low-Value
3227,41,Female,135695,71,84,Low-Value
3228,42,Female,26800,50,209,Medium-Value
3229,53,Female,134797,17,333,Low-Value
3230,38,Male,55539,11,285,Medium-Value
3231,47,Male,122187,53,36,High-Value
3232,41,Female,22600,50,215,Medium-Value
3233,61,Male,91054,8,27,High-Value
3234,59,Male,105163,92,146,Low-Value
3235,47,Male,135693,97,18,Low-Value
3236,39,Male,49369,62,118,Medium-Value
3237,45,Female,116981,89,137,Medium-Value
3238,24,Female,36689,85,67,Medium-Value
3239,52,Male,101459,76,391,High-Value
3240,45,Male,58469,90,314,Low-Value
3241,31,Female,115939,29,463,Medium-Value
3242,27,Male,20958,99,30,High-Value
3243,33,Male,143833,44,73,Low-Value
3244,33,Male,139958,45,123,High-Value
3245,48,Female,125899,29,445,Low-Value
3246,59,Female,80012,88,489,Medium-Value
3247,42,Male,89074,59,475,Medium-Value
3248,30,Male,80021,15,228,High-Value
3249,23,Male,108940,70,338,Medium-Value
3250,61,Male,70782,96,479,Low-Value
3251,26,Male,95519,44,273,Medium-Value
3252,62,Male,120907,98,246,Low-Value
3253,53,Female,79315,36,437,Medium-Value
3254,60,Female,44642,84,390,Low-Value
3255,37,Male,99003,57,39,Low-Value
3256,35,Female,143714,64,409,Medium-Value
3257,60,Male,20205,76,170,Medium-Value
3258,38,Male,112945,99,426,Low-Value
3259,21,Female,32442,38,315,High-Value
3260,67,Female,111826,17,102,Low-Value
3261,50,Male,111644,27,294,Medium-Value
3262,44,Male,25691,17,415,Low-Value
3263,24,Female,58909,63,243,High-Value
3264,23,Female,137833,11,157,Low-Value
3265,32,Male,39504,64,360,Medium-Value
3266,35,Male,84270,39,265,Low-Value
3267,49,Male,115698,2,257,Medium-Value
3268,28,Female,125032,66,464,High-Value
3269,37,Male,78051,54,358,Low-Value
3270,41,Female,58798,29,343,Low-Value
3271,32,Male,69330,45,123,Low-Value
3272,65,Female,107087,88,456,Medium-Value
3273,24,Female,98919,88,47,Medium-Value
3274,38,Female,102032,80,332,Medium-Value
3275,59,Female,61716,31,10,Medium-Value
3276,43,Male,94624,49,144,High-Value
3277,61,Female,66982,9,431,High-Value
3278,31,Female,47444,27,299,Low-Value
3279,54,Female,44734,56,152,Medium-Value
3280,38,Male,61745,78,487,Low-Value
3281,35,Male,54571,45,136,High-Value
3282,22,Male,111951,89,75,Low-Value
3283,20,Male,35389,43,361,Medium-Value
3284,40,Male,113280,22,26,Low-Value
3285,43,Male,104218,99,7,Medium-Value
3286,54,Female,65038,33,79,Low-Value
3287,41,Female,119846,27,15,Medium-Value
3288,66,Female,92795,40,432,Medium-Value
3289,36,Male,65168,26,387,High-Value
3290,68,Female,98082,83,400,Medium-Value
3291,42,Female,87690,45,207,Low-Value
3292,38,Male,94302,45,89,High-Value
3293,29,Female,134053,26,97,Low-Value
3294,58,Male,31230,70,398,High-Value
3295,50,Female,103301,67,216,Low-Value
3296,67,Male,25902,6,459,Low-Value
3297,21,Male,86758,28,259,Medium-Value
3298,59,Male,47050,67,329,High-Value
3299,24,Female,119805,13,454,Medium-Value
3300,39,Female,94586,63,287,High-Value
3301,50,Male,134512,13,375,Medium-Value
3302,34,Male,89110,77,464,High-Value
3303,41,Female,122033,1,75,Medium-Value
3304,51,Female,96693,40,242,High-Value
3305,45,Male,142428,37,17,High-Value
3306,60,Female,39575,31,177,High-Value
3307,58,Female,78940,17,259,Medium-Value
3308,56,Female,60244,9,123,Medium-Value
3309,39,Male,103481,64,467,High-Value
3310,66,Male,34962,57,472,Medium-Value
3311,34,Female,120826,13,311,Low-Value
3312,51,Male,145479,37,111,High-Value
3313,23,Female,120695,14,256,Low-Value
3314,63,Female,137363,75,234,Medium-Value
3315,23,Male,136871,25,456,High-Value
3316,51,Male,110388,95,497,Medium-Value
3317,18,Male,116220,78,356,Medium-Value
3318,27,Female,130378,57,40,Low-Value
3319,38,Female,97332,71,122,High-Value
3320,22,Male,44450,88,450,Low-Value
3321,19,Male,120382,42,215,Medium-Value
3322,39,Male,73494,42,296,Medium-Value
3323,65,Female,147386,47,286,High-Value
3324,19,Female,65037,44,281,High-Value
3325,27,Female,132666,41,7,Medium-Value
3326,51,Male,147048,3,92,Medium-Value
3327,33,Male,103040,90,361,Low-Value
3328,65,Female,131264,90,434,Low-Value
3329,68,Male,50041,1,123,High-Value
3330,56,Male,30715,79,337,Medium-Value
3331,39,Male,41803,11,96,High-Value
3332,29,Male,88906,7,1,Medium-Value
3333,41,Female,81726,12,91,Low-Value
3334,64,Male,21908,38,428,Medium-Value
3335,57,Female,138208,54,484,Low-Value
3336,55,Female,57075,67,433,Low-Value
3337,27,Male,84587,53,7,Medium-Value
3338,52,Female,73648,90,120,High-Value
3339,68,Female,41134,94,387,Medium-Value
3340,66,Male,129601,32,350,High-Value
3341,49,Female,135185,45,129,Medium-Value
3342,24,Female,76143,51,179,Low-Value
3343,38,Female,89123,37,98,Medium-Value
3344,37,Female,115559,59,422,Low-Value
3345,43,Female,65153,54,43,Low-Value
3346,21,Female,22413,18,183,Low-Value
3347,63,Female,138488,1,185,High-Value
3348,69,Female,110574,21,53,Low-Value
3349,39,Male,42555,28,228,Medium-Value
3350,32,Male,30952,16,161,High-Value
3351,57,Male,88993,48,235,Low-Value
3352,38,Female,94000,28,464,Low-Value
3353,32,Female,141657,22,446,Medium-Value
3354,39,Female,86686,83,358,Low-Value
3355,69,Male,132841,1,395,High-Value
3356,45,Male,52264,95,200,Medium-Value
3357,31,Male,125758,42,436,High-Value
3358,44,Female,67553,98,1,Medium-Value
3359,58,Male,74359,70,14,Medium-Value
3360,57,Male,129885,92,478,High-Value
3361,45,Female,118322,3,213,Medium-Value
3362,43,Male,29808,95,378,High-Value
3363,66,Female,72330,80,277,High-Value
3364,19,Male,134672,81,34,Medium-Value
3365,42,Female,58345,44,486,Medium-Value
3366,20,Female,89617,27,474,Medium-Value
3367,25,Female,59222,51,361,High-Value
3368,61,Female,77755,24,270,Medium-Value
3369,50,Female,28933,20,168,High-Value
3370,59,Male,88207,32,378,Medium-Value
3371,69,Female,63739,99,419,Low-Value
3372,52,Female,67738,13,170,High-Value
3373,23,Female,116753,43,82,Medium-Value
3374,56,Female,124691,20,404,High-Value
3375,69,Male,125137,2,316,Medium-Value
3376,40,Female,104544,68,137,Medium-Value
3377,42,Male,41883,91,233,Low-Value
3378,67,Female,118818,60,115,Medium-Value
3379,60,Female,118510,89,252,Medium-Value
3380,36,Male,119251,4,493,Medium-Value
3381,22,Male,63401,96,289,High-Value
3382,68,Male,35380,17,49,Low-Value
3383,28,Female,38212,1,452,Medium-Value
3384,29,Male,48174,33,4,High-Value
3385,27,Female,26861,30,379,Medium-Value
3386,25,Male,26094,5,176,Medium-Value
3387,41,Male,124649,12,272,High-Value
3388,45,Female,71319,32,431,Medium-Value
3389,58,Male,66728,38,26,Medium-Value
3390,53,Male,44363,17,70,Medium-Value
3391,54,Female,107846,58,293,High-Value
3392,38,Female,59300,40,406,Low-Value
3393,25,Female,74808,96,234,High-Value
3394,26,Male,25943,24,231,Medium-Value
3395,64,Male,100105,12,263,Low-Value
3396,32,Male,62616,95,426,High-Value
3397,65,Male,94329,19,286,High-Value
3398,63,Male,123743,29,74,High-Value
3399,57,Female,45287,85,121,High-Value
3400,35,Male,147957,90,463,High-Value
3401,59,Female,53971,52,6,Medium-Value
3402,37,Male,76152,92,24,Medium-Value
3403,23,Female,62351,17,194,Medium-Value
3404,29,Male,132715,73,168,High-Value
3405,19,Male,80040,21,377,Low-Value
3406,24,Female,116905,60,399,High-Value
3407,33,Male,108559,98,437,Medium-Value
3408,20,Female,142377,75,341,High-Value
3409,62,Male,80616,20,210,High-Value
3410,20,Male,131421,53,133,Medium-Value
3411,44,Female,43897,80,345,Medium-Value
3412,67,Male,43010,63,292,Medium-Value
3413,60,Female,60154,57,458,Medium-Value
3414,57,Male,121435,29,499,Low-Value
3415,55,Male,141822,1,174,Medium-Value
3416,50,Male,40114,82,151,Medium-Value
3417,45,Male,39050,59,88,High-Value
3418,18,Male,135237,64,301,High-Value
3419,25,Male,41125,86,266,Medium-Value
3420,54,Male,114094,72,310,Medium-Value
3421,49,Female,70396,71,70,Medium-Value
3422,65,Male,64846,89,205,High-Value
3423,60,Male,40396,94,341,Low-Value
3424,54,Male,112661,98,32,Low-Value
3425,21,Female,146084,44,43,Medium-Value
3426,47,Female,143725,48,118,Low-Value
3427,23,Male,108116,75,377,Low-Value
3428,63,Male,139233,15,15,Low-Value
3429,36,Male,58973,35,322,Medium-Value
3430,49,Female,43574,23,399,Low-Value
3431,26,Male,110155,53,115,High-Value
3432,29,Female,149843,45,337,Medium-Value
3433,28,Male,33869,85,20,Low-Value
3434,63,Female,86194,92,178,Low-Value
3435,33,Female,82167,13,262,High-Value
3436,18,Male,76147,34,79,Low-Value
3437,62,Male,132686,38,381,Medium-Value
3438,38,Male,32122,70,401,High-Value
3439,47,Male,63827,68,120,Medium-Value
3440,30,Male,33335,5,26,Low-Value
3441,51,Male,140464,40,22,Low-Value
3442,21,Male,83576,70,201,Low-Value
3443,45,Female,41677,21,64,High-Value
3444,55,Male,48223,28,460,High-Value
3445,48,Male,49814,3,214,High-Value
3446,44,Female,145662,23,314,High-Value
3447,22,Male,103611,72,471,Medium-Value
3448,42,Male,63185,19,293,Medium-Value
3449,20,Male,96794,75,78,High-Value
3450,50,Male,116063,50,216,Low-Value
3451,21,Female,95675,74,456,Medium-Value
3452,42,Female,62325,58,474,Low-Value
3453,37,Male,60503,92,224,Medium-Value
3454,51,Male,39514,20,377,Medium-Value
3455,43,Female,76196,92,28,Medium-Value
3456,22,Male,40917,93,480,Medium-Value
3457,52,Female,74699,72,470,Medium-Value
3458,45,Female,114633,83,305,Medium-Value
3459,46,Female,70119,53,201,Low-Value
3460,26,Male,103324,85,67,Low-Value
3461,69,Male,45061,82,473,Medium-Value
3462,55,Male,29947,9,359,High-Value
3463,67,Female,101080,4,126,Low-Value
3464,23,Male,105550,41,460,Low-Value
3465,36,Male,100331,25,349,Medium-Value
3466,61,Female,52632,34,195,Low-Value
3467,28,Male,39352,73,425,High-Value
3468,19,Male,43653,9,174,High-Value
3469,64,Male,87115,82,87,High-Value
3470,61,Female,117294,75,343,High-Value
3471,61,Male,63755,13,311,Medium-Value
3472,26,Female,124296,9,466,High-Value
3473,38,Female,118354,80,395,Low-Value
3474,41,Female,91988,4,484,Medium-Value
3475,51,Male,57921,34,154,Medium-Value
3476,39,Male,79003,7,456,High-Value
3477,20,Male,100876,15,476,Medium-Value
3478,29,Female,66668,38,210,High-Value
3479,45,Female,75175,75,13,Low-Value
3480,47,Male,67738,96,164,Low-Value
3481,43,Female,73452,91,490,Medium-Value
3482,65,Male,88323,94,488,High-Value
3483,38,Male,66149,52,255,Low-Value
3484,45,Male,133893,81,384,Medium-Value
3485,43,Male,35839,83,492,High-Value
3486,50,Male,147508,7,64,Medium-Value
3487,38,Male,22155,45,307,Low-Value
3488,52,Male,27019,59,76,High-Value
3489,69,Female,74512,21,22,Low-Value
3490,51,Male,81690,28,60,High-Value
3491,58,Female,106150,3,386,High-Value
3492,68,Female,146041,14,56,Medium-Value
3493,64,Male,46190,2,168,High-Value
3494,35,Female,125911,29,412,Medium-Value
3495,28,Female,30928,18,205,High-Value
3496,40,Female,68425,37,353,Medium-Value
3497,65,Male,94134,45,259,High-Value
3498,39,Male,129875,45,191,Low-Value
3499,34,Male,106117,24,482,Low-Value
3500,22,Male,144264,46,407,Low-Value
3501,61,Male,68974,12,55,Low-Value
3502,28,Female,130191,53,416,Medium-Value
3503,47,Female,67796,45,340,Medium-Value
3504,32,Male,68743,32,284,Low-Value
3505,44,Female,132143,18,380,High-Value
3506,52,Female,99455,13,264,Medium-Value
3507,50,Female,123716,4,259,Low-Value
3508,37,Female,90035,23,350,High-Value
3509,33,Male,57677,62,89,Low-Value
3510,51,Male,76321,54,437,Medium-Value
3511,19,Male,133782,74,222,Medium-Value
3512,52,Female,129398,55,413,Low-Value
3513,57,Female,78973,69,495,Medium-Value
3514,45,Male,72414,40,350,Low-Value
3515,64,Male,45602,14,482,Low-Value
3516,56,Female,137677,98,89,Medium-Value
3517,23,Male,49692,28,465,High-Value
3518,26,Male,125958,72,59,High-Value
3519,37,Female,68750,80,152,Medium-Value
3520,18,Female,136912,95,422,Low-Value
3521,25,Male,41760,71,28,High-Value
3522,40,Female,88456,67,225,High-Value
3523,20,Male,44085,29,318,High-Value
3524,21,Female,83964,61,484,Medium-Value
3525,42,Female,42925,68,51,Low-Value
3526,64,Male,25615,9,263,High-Value
3527,55,Female,57083,17,279,High-Value
3528,32,Male,140788,49,46,Medium-Value
3529,38,Female,130764,63,474,Low-Value
3530,52,Male,88319,84,334,Low-Value
3531,63,Female,29605,78,106,Low-Value
